Team2,Season,Team1,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,id_diff,result,TeamName_1,FirstD1Season_1,LastD1Season_1,Seed_1,ConfAbbrev_1,seed_1,FirstDayNum_1,LastDayNum_1,CoachName_1,rank_1,team_1,conference_1,record_1,adj_em_1,adj_o_1,adj_o_rank_1,adj_d_1,adj_d_rank_1,adj_tempo_1,adj_tempo_rank_1,luck_1,luck_rank_1,sos_adj_em_1,sos_adj_em_rank_1,sos_adj_o_1,sos_adj_o_rank_1,sos_adj_d_1,sos_adj_d_rank_1,nc_sos_adj_em_1,nc_sos_adj_em_rank_1,ncaa_seed_1,wins_1,loses_1,score_1,opp_score_1,FGP_1,FGP3_1,FTP_1,ORPG_1,DRPG_1,ASPG_1,TOPG_1,STPG_1,BLPG_1,PFPG_1,MORP_1,MPOS_1,TPpcnt_1,TeamName_2,FirstD1Season_2,LastD1Season_2,Seed_2,ConfAbbrev_2,seed_2,FirstDayNum_2,LastDayNum_2,CoachName_2,rank_2,team_2,conference_2,record_2,adj_em_2,adj_o_2,adj_o_rank_2,adj_d_2,adj_d_rank_2,adj_tempo_2,adj_tempo_rank_2,luck_2,luck_rank_2,sos_adj_em_2,sos_adj_em_rank_2,sos_adj_o_2,sos_adj_o_rank_2,sos_adj_d_2,sos_adj_d_rank_2,nc_sos_adj_em_2,nc_sos_adj_em_rank_2,ncaa_seed_2,wins_2,loses_2,score_2,opp_score_2,FGP_2,FGP3_2,FTP_2,ORPG_2,DRPG_2,ASPG_2,TOPG_2,STPG_2,BLPG_2,PFPG_2,MORP_2,MPOS_2,TPpcnt_2,FGP_diff,FGP3_diff,FTP_diff,ORPG_diff,DRPG_diff,ASPG_diff,TOPG_diff,STPG_diff,BLPG_diff,PFPG_diff,MORP_diff,MPOS_diff,seed_diff
1163,2004,1104,145,1163,87,1104,71,N,0,59,0,Alabama,1985,2019,X08,sec,08,0,154,mark_gottfried,29,Alabama,SEC,20-13,16.5,114.7,17,98.2,67,64.7,207,0.004,161,11.2,8,109.1,12,97.9,7,6.59,29,8,17,12,72.2068965517241,67.448275862069,0.452664576802508,0.383333333333333,0.698738170347003,11.3103448275862,24,11.8620689655172,13.2758620689655,6.44827586206897,3.10344827586207,18.3448275862069,0.335212298253701,63.9214344827586,0.222820236813778,Connecticut,1985,2019,X02,big_east,02,0,154,jim_calhoun,2,Connecticut,BE,33-6,28.3,117.8,9,89.5,6,68.2,75,0.012,140,8.93,18,107.7,27,98.8,14,-2.05,216,2,27,6,79.0909090909091,63.9393939393939,0.480890179003387,0.400379506641366,0.616191904047976,15.3030303030303,29.4848484848485,18.2424242424242,13.7878787878788,6.15151515151515,8.72727272727273,16.0606060606061,0.4135375266494,67.2139636363636,0.175103734439834,-0.0282256022008787,-0.0170461733080329,0.0825462662990272,-3.9926854754441,-5.48484848484848,-6.380355276907,-0.512016718913269,0.296760710553814,-5.62382445141066,2.28422152560083,-0.0783252283956993,-3.29252915360501,6
1163,2006,1107,137,1163,72,1107,59,N,0,56,0,Albany NY,2000,2019,Z16,aec,16,0,154,will_brown,138,Albany,AE,21-11,2.63,106.2,112,103.6,180,63.8,236,0.027,99,-5.65,265,99.6,277,105.3,245,0.12,151,16,21,10,68.8709677419355,64.2903225806452,0.447139303482587,0.381533101045296,0.70919881305638,11,22.9677419354839,12.6129032258065,14.1612903225806,6.38709677419355,2.58064516129032,19.0967741935484,0.344973867586794,62.0147612903226,0.233475479744136,Connecticut,1985,2019,Z01,big_east,01,0,154,jim_calhoun,4,Connecticut,BE,30-4,25.44,117.8,5,92.3,18,68.7,49,0.077,26,8.98,18,107.4,29,98.4,16,-3.8,252,1,27,3,81.3333333333333,65.4333333333333,0.468062265163715,0.358108108108108,0.701960784313726,16.3,28.6666666666667,15.9333333333333,14.2,6.63333333333333,9.33333333333333,15.4,0.439957705988966,68.3712,0.154219204655674,-0.0209229616811274,0.023424992937188,0.00723802874265433,-5.3,-5.6989247311828,-3.32043010752688,-0.0387096774193534,-0.246236559139786,-6.75268817204301,3.69677419354839,-0.0949838384021722,-6.35643870967742,15
1163,2009,1151,136,1163,103,1151,47,N,0,12,0,Chattanooga,1985,2019,Z16,southern,16,0,154,john_shulman,213,Chattanooga,SC,18-17,-4.04,104.3,142,108.4,283,69.5,33,0.041,69,-3.37,235,102.1,200,105.5,270,12.4,7,16,16,16,75,76.46875,0.439755691282621,0.349462365591398,0.651053864168618,12.34375,26.125,13.21875,15.40625,5.96875,2.21875,18.0625,0.338533878077014,68.2428,0.247148288973384,Connecticut,1985,2019,Z01,big_east,01,0,154,jim_calhoun,2,Connecticut,BE,31-5,29.25,116,17,86.8,3,67.1,96,0.024,107,10.37,13,109,11,98.6,24,-1.68,200,1,27,4,77.3225806451613,63.9677419354839,0.470099667774086,0.346698113207547,0.677300613496933,14.2258064516129,28.5161290322581,15.3870967741935,12.6774193548387,5.80645161290323,8,12.9032258064516,0.395842580074803,65.5463225806452,0.147590361445783,-0.0303439764914656,0.0027642523838507,-0.0262467493283143,-1.8820564516129,-2.39112903225806,-2.16834677419355,2.72883064516129,0.162298387096774,-5.78125,5.15927419354839,-0.057308701997789,2.69647741935485,15
1163,2011,1112,145,1163,65,1112,63,N,0,51,0,Arizona,1985,2019,X05,pac_ten,05,0,154,sean_miller,20,Arizona,P10,30-8,19.65,117.4,12,97.8,67,65.3,170,0.064,32,7.69,34,107.7,30,100,41,-0.36,166,5,27,7,76.5294117647059,67.4705882352941,0.470588235294118,0.399408284023669,0.746600741656366,10.4117647058824,24.1764705882353,14.0882352941176,12.8529411764706,5.02941176470588,2.64705882352941,18.6176470588235,0.334630456627535,64.2341647058824,0.238095238095238,Connecticut,1985,2019,X03,big_east,03,0,154,jim_calhoun,10,Connecticut,BE,32-9,23.93,115.8,19,91.9,15,64.5,221,0.048,58,12.78,2,110.1,8,97.4,2,-0.77,179,3,26,9,73.4,66.3714285714286,0.432921027592769,0.331707317073171,0.754847645429363,14.4285714285714,25.1428571428571,13.1142857142857,11.7428571428571,6.62857142857143,5.62857142857143,16.0285714285714,0.387223495491593,63.79008,0.183123877917415,0.0376672077013489,0.0677009669504979,-0.00824690377299697,-4.01680672268908,-0.966386554621849,0.973949579831933,1.11008403361345,-1.59915966386555,-2.98151260504202,2.5890756302521,-0.0525930388640581,0.444084705882354,2
1163,2011,1137,136,1163,81,1137,52,N,0,26,0,Bucknell,1985,2019,X14,patriot,14,0,154,david_paulsen,96,Bucknell,Pat,25-9,6.57,105.8,116,99.2,88,64.5,216,0.068,28,-3.41,239,102.7,187,106.1,299,1.56,109,14,25,8,70.7575757575758,63.4242424242424,0.449556541019956,0.402482269503546,0.786407766990291,8.15151515151515,25.969696969697,14.7272727272727,11.3636363636364,4.75757575757576,3.18181818181818,18.2424242424242,0.261380839539925,63.4740363636364,0.21868978805395,Connecticut,1985,2019,X03,big_east,03,0,154,jim_calhoun,10,Connecticut,BE,32-9,23.93,115.8,19,91.9,15,64.5,221,0.048,58,12.78,2,110.1,8,97.4,2,-0.77,179,3,26,9,73.4,66.3714285714286,0.432921027592769,0.331707317073171,0.754847645429363,14.4285714285714,25.1428571428571,13.1142857142857,11.7428571428571,6.62857142857143,5.62857142857143,16.0285714285714,0.387223495491593,63.79008,0.183123877917415,0.0166355134271869,0.0707749524303754,0.0315601215609284,-6.27705627705628,0.826839826839827,1.61298701298701,-0.379220779220779,-1.87099567099567,-2.44675324675325,2.21385281385281,-0.125842655951668,-0.316043636363638,11
1163,2011,1139,154,1163,53,1139,41,N,0,24,0,Butler,1985,2019,Y08,horizon,08,0,154,brad_stevens,36,Butler,Horz,28-10,16.46,112.3,43,95.9,46,63.5,262,0.033,94,6.11,57,106.4,61,100.3,54,6.67,26,8,22,9,72.4838709677419,65,0.442774566473988,0.362068965517241,0.727819548872181,10.8709677419355,24.0645161290323,12.4193548387097,11.2903225806452,5.93548387096774,1.51612903225806,19.1612903225806,0.320825912959063,63.037935483871,0.231695085255767,Connecticut,1985,2019,X03,big_east,03,0,154,jim_calhoun,10,Connecticut,BE,32-9,23.93,115.8,19,91.9,15,64.5,221,0.048,58,12.78,2,110.1,8,97.4,2,-0.77,179,3,26,9,73.4,66.3714285714286,0.432921027592769,0.331707317073171,0.754847645429363,14.4285714285714,25.1428571428571,13.1142857142857,11.7428571428571,6.62857142857143,5.62857142857143,16.0285714285714,0.387223495491593,63.79008,0.183123877917415,0.00985353888121965,0.0303616484440706,-0.0270280965571824,-3.55760368663595,-1.07834101382488,-0.694930875576036,-0.45253456221198,-0.693087557603687,-4.11244239631336,3.13271889400922,-0.0663975825325294,-0.752144516129029,5
1163,2011,1153,138,1163,69,1153,58,N,0,10,0,Cincinnati,1985,2019,X06,big_east,06,0,154,mick_cronin,21,Cincinnati,BE,26-9,19.41,111.1,55,91.7,13,62.6,293,0.04,80,6.23,55,106.8,48,100.6,64,-9.35,334,6,25,8,68.969696969697,59.2121212121212,0.43551912568306,0.338658146964856,0.665722379603399,13.0909090909091,22.5454545454546,14.2727272727273,11.5757575757576,7.57575757575758,3.78787878787879,17.3030303030303,0.381279920609369,60.8186181818182,0.210109018830525,Connecticut,1985,2019,X03,big_east,03,0,154,jim_calhoun,10,Connecticut,BE,32-9,23.93,115.8,19,91.9,15,64.5,221,0.048,58,12.78,2,110.1,8,97.4,2,-0.77,179,3,26,9,73.4,66.3714285714286,0.432921027592769,0.331707317073171,0.754847645429363,14.4285714285714,25.1428571428571,13.1142857142857,11.7428571428571,6.62857142857143,5.62857142857143,16.0285714285714,0.387223495491593,63.79008,0.183123877917415,0.00259809809029132,0.0069508298916855,-0.0891252658259635,-1.33766233766234,-2.5974025974026,1.15844155844156,-0.167099567099566,0.947186147186147,-1.84069264069264,1.27445887445888,-0.00594357488222391,-2.97146181818182,3
1163,2016,1160,136,1163,74,1160,67,N,0,3,0,Colorado,1985,2019,Y08,pac_twelve,08,0,154,tad_boyle,57,Colorado,P12,22-12,12.91,108.8,100,95.9,31,69,120,0.015,136,7.51,54,109.5,37,102,74,-2.15,227,8,21,11,75.4375,70.6875,0.421245421245421,0.389337641357028,0.736910994764398,13.09375,29.21875,13.46875,13.46875,5.1875,5.03125,18.71875,0.35076298450184,67.7748,0.230401529636711,Connecticut,1985,2019,Y09,aac,09,0,154,kevin_ollie,26,Connecticut,Amer,25-11,18.71,111.9,59,93.2,12,65.9,277,-0.036,270,6.17,71,107.6,72,101.4,56,-0.91,187,9,24,10,73.4117647058824,63.0882352941176,0.459418070444104,0.362121212121212,0.78657487091222,9.47058823529412,27.0588235294118,13.8529411764706,11.1176470588235,5.70588235294118,5.02941176470588,18,0.290929482323853,64.1121882352941,0.209833187006146,-0.0381726491986829,0.0272164292358154,-0.0496638761478224,3.62316176470588,2.15992647058824,-0.384191176470589,2.35110294117647,-0.518382352941177,0.00183823529411775,0.71875,0.0598335021779873,3.66261176470589,-1
1166,2003,1141,136,1141,79,1166,73,N,0,-25,1,C Michigan,1985,2019,Z11,mac,11,0,154,jay_smith,70,Central Michigan,MAC,25-7,10.01,109.5,51,99.4,113,71.7,20,0.137,3,2.06,122,104.3,104,102.3,152,2.87,89,11,23,6,79.3448275862069,73.2413793103448,0.505235602094241,0.380769230769231,0.765753424657534,10.5862068965517,23.2758620689655,15.6206896551724,18.2413793103448,7.10344827586207,4,20.9655172413793,0.359177269471207,68.5638620689655,0.204123711340206,Creighton,1985,2019,Z06,mvc,06,0,154,dana_altman,26,Creighton,MVC,29-5,17.54,112.4,24,94.9,40,68.4,103,0.026,99,-0.19,155,102.5,159,102.7,168,-0.51,164,6,29,4,79.2424242424243,64.3333333333333,0.499472573839663,0.38905325443787,0.692889561270802,10.8787878787879,23.1818181818182,16.8181818181818,13.3636363636364,8.39393939393939,4.45454545454545,17.2727272727273,0.339232992327674,66.0026181818182,0.217355371900826,0.00576302825457836,-0.00828402366863906,0.0728638633867325,-0.292580982236155,0.0940438871473326,-1.1974921630094,4.87774294670847,-1.29049111807733,-0.454545454545454,3.69278996865204,0.0199442771435322,2.56124388714734,5
1166,2012,1104,137,1166,58,1104,57,N,0,62,0,Alabama,1985,2019,X09,sec,09,0,154,anthony_grant,27,Alabama,SEC,21-12,16.69,106.1,115,89.5,6,61.9,302,-0.067,314,7.07,35,107.4,18,100.3,57,3.98,62,9,21,11,64.9375,58.125,0.451612903225806,0.28476821192053,0.715220949263502,10.8125,24.375,12.28125,12.9375,7.3125,4.15625,18.40625,0.334169362230255,60.3252,0.145762711864407,Creighton,1985,2019,X08,mvc,08,0,154,greg_mcdermott,28,Creighton,MVC,29-6,16.47,119.2,5,102.7,166,65.9,125,0.079,20,3.79,84,104.9,79,101.1,87,-0.47,173,8,28,5,80.030303030303,69.5454545454546,0.509080902586681,0.424528301886792,0.731741573033708,9.51515151515152,26.6363636363636,17.9090909090909,12.2727272727273,4.78787878787879,2.3030303030303,17.0606060606061,0.314069691003999,64.6190545454546,0.225941422594142,-0.0574679993608749,-0.139760089966263,-0.0165206237702055,1.29734848484848,-2.26136363636364,-5.62784090909091,0.664772727272727,2.52462121212121,1.8532196969697,1.34564393939394,0.0200996712262557,-4.29385454545455,1
1166,2013,1153,137,1166,67,1153,63,N,0,13,0,Cincinnati,1985,2019,Y10,big_east,10,0,154,mick_cronin,40,Cincinnati,BE,22-12,15.57,105.9,118,90.4,15,63,243,-0.012,215,7.31,35,105.6,66,98.3,23,-5.68,304,10,22,11,66.6363636363636,58.7575757575758,0.40231700895208,0.317348377997179,0.64919941775837,14.3636363636364,25.6363636363636,12.2121212121212,12.8181818181818,7,6.18181818181818,17.6969696969697,0.384812087982647,62.5536,0.227502527805865,Creighton,1985,2019,Y07,mvc,07,0,154,greg_mcdermott,15,Creighton,MVC,28-8,21.75,118.3,5,96.5,66,63.8,211,-0.009,208,5.73,67,105.5,74,99.7,65,1.63,113,7,27,7,75.3823529411765,63.0882352941176,0.507554560716284,0.42090395480226,0.750415973377704,8.41176470588235,26.8235294117647,17.1764705882353,12.2647058823529,5,2.58823529411765,16.2058823529412,0.28676189832834,61.6218352941177,0.247302904564315,-0.105237551764204,-0.103555576805081,-0.101216555619334,5.95187165775401,-1.18716577540107,-4.96434937611408,0.553475935828876,2,3.59358288770053,1.49108734402852,0.0980501896543077,0.931764705882351,3
